Blog	hat	traffic	begins	yours	tour	expensive	apple	parties	cd	daddy	considered	paying	checking	checked	besides	meal	character	childhood	opinion	animals	interest	rough	threw	rush	prayer	shape	colors	career	effect	marriage	bird	grass	strength	september	visiting	officially	becoming	attempt	film	society	younger	ending	background	milk	bathroom	runs	battle	bridge	period	sold	include	spoke	accept	basically	jesus	bill	island	huh	fake	angry	invited	issue	teach	whose	charge	east	creative	continued	rule	tickets	calm	correct	among	whom	sell	ring	discovered	performance	degrees	concert	base	pure	boss	response	tight	perfectly	folks	jack	honestly	midnight	aside	lake	plain	soft	bye	sand	riding	ordered	laughed	sex	answers	confused	extremely	fans	report	feed	jobs	anniversary	block	solid	blow	signs	musical	cost	nor	goodbye	flat	david	avoid	balance	ha	recommend	airport	joined	trick	progress	ear	via	throwing	evil	bringing	comfort	easter	trips	football	flight	rose	attack	enter	serve	program	lower	member	pretend	aware	forgotten	distance	tall	obvious	gifts	paul	familiar	review	edge	america	houses	likely	seven	worried	disappointed	despite	perhaps	relax	w	security	describe	pushed	offered	shots	topic	odd	damn	grab	annoying	stress	pages	teaching	celebration	giant	hurts	manage	police	bank	sometime	row	adventure	counting	burn	prepare	filling	pushing	understanding	bike	interview	president	visited	normally	holy	accident	suck	dying	typical	cell	plastic	lessons	nobody	guide	female	river	thrown	text	cookies	personally	patient	smaller	waste	french	reminds	impossible	balls	stomach	passion	letters	excitement	artist	streets	inspired	yard	knowledge	ocean	faster	leading	successful	score	ah	smoke	flash	ass	ups	passing	pride	fashion	hardly	camp	thick	blessed	mirror	saved	activity	searching	pressure	product	sigh	wave	catching	degree	wash	fail	leg	dust	central	classic	talks	neighborhood	greatest	included	sets	square	challenge	government	items	highly	grateful	experiences	struggle	plenty	forced	stone	load	bread	upset	signed	parent	drama	routine	drinks	golden	research	account	fault	lying	lift	bet	teachers	rate	painting	fever	personality	oil	complain	burning	education	rolling	walks	thin	garage	expecting	youtube	suppose	downtown	sudden	cutting	driver	option	smiling	sunny	glasses	dishes	thanksgiving	web	tend	library	buddy	granted	session	indeed	pleasure	wise	desire	bite	emotional	match	jumping	toy	quit	heads	someday	traveling	related	jumped	listened	google	screaming	concept	ugly	holds	prayers	cash	decent	sides	forth	conversations	design	toys	gas	minor	van	prefer	info	shake	channel	ignore	shirts	festival	fantastic	lets	cousins	thousand	grace	angel	media	net	videos	bands	model	fighting	wine	selling	boots	freedom	neck	creating	material	nowhere	target	button	content	lyrics	annual	exact	pulling	slide	wrapped	breaks	deserve	drunk	prove	answered	matters	bother	loose	sounded	belly	stands	limited	lonely	swing	hero	boyfriend	concerned	attitude	receive	puts	regret	professional	chest	particularly	shock	george	forgive	fancy	goodness	therefore	split	repeat	raised	popular	risk	climb	returned	clouds	attend	agreed	ability	thus	hated	promised	flower	flies	fed	delicious	directly	proper	tom	stairs	james	egg	pregnant	sadly	hearts	master	plate	remain	eggs	flip	rare	heading	vote	birds	sunshine	diet	audience	groups	hug	curious	rocks	experienced	meat	climbing	fabulous	merry	touched	laundry	truck	continues	mistake	becomes	glory	various	horse	culture	ticket	necessary	express	fallen	press	episode	vs	beer	entry	collection	crap	exercise	presence	released	reaction	male	toilet	humor	california	physical
NO Kiddin' !	1	1	0	1	6	2	17	0	18	1	1	1	3	0	2	0	0	0	0	0	9	0	0	3	0	1	0	2	3	1	2	0	2	1	0	0	0	0	1	2	1	4	1	3	0	5	1	1	4	2	0	1	2	0	3	0	1	2	2	0	0	3	2	1	5	5	1	1	1	1	1	1	2	0	1	3	0	1	1	7	12	0	3	0	0	0	0	7	0	0	0	1	0	1	2	2	0	0	1	2	0	1	2	1	2	3	2	0	7	2	0	1	1	7	1	2	2	2	0	2	3	3	1	1	0	0	1	1	0	0	0	1	0	0	3	0	1	12	1	0	7	4	4	0	2	0	2	0	0	0	2	0	11	1	0	1	1	0	2	2	0	0	0	11	2	0	0	2	1	3	0	3	0	1	0	1	2	0	0	1	4	0	7	0	0	0	1	0	0	0	0	0	0	0	4	2	0	6	0	0	4	1	0	0	0	13	2	0	0	0	2	0	0	0	0	3	1	2	3	4	0	0	1	0	4	1	0	0	4	1	1	1	1	3	0	0	6	3	2	1	2	0	0	0	0	0	0	0	0	3	3	1	0	6	0	4	2	1	2	0	6	2	0	0	0	0	0	2	0	4	0	2	1	0	2	0	0	1	0	0	2	2	1	0	0	0	5	8	4	2	0	2	1	0	3	0	1	0	6	1	0	1	0	1	0	0	1	29	0	2	1	0	0	0	0	1	0	0	0	13	2	0	0	0	0	1	0	1	0	1	1	3	2	0	1	0	1	2	2	0	1	67	0	0	0	4	0	6	0	0	0	2	7	0	0	3	1	0	0	1	1	2	0	11	0	0	0	2	0	3	2	5	0	2	1	0	0	2	0	0	3	1	0	1	1	0	1	5	1	1	1	1	0	0	0	0	1	1	0	2	2	0	0	0	1	6	0	2	1	1	1	2	1	0	2	0	0	0	12	3	0	0	2	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	5	2	0	0	0	2	0	1	0	0	0	2	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	2	0	5	1	0	3	3	2	4	0	4	0	28	3	0	1	6	0	0	3	0	0	0	0	2	0
Journey To The Highlands	1	6	3	2	22	3	3	4	6	0	4	2	2	12	9	5	3	4	5	2	5	5	3	3	0	0	8	2	2	1	3	1	6	7	8	1	1	4	2	5	13	3	2	1	14	12	22	10	8	9	4	6	1	1	2	29	21	2	0	1	9	5	10	16	7	6	3	15	5	8	3	6	8	14	6	17	5	8	1	1	4	1	0	7	1	7	3	3	3	9	7	7	5	2	6	1	3	3	7	3	0	2	0	3	8	4	0	8	4	3	3	6	3	8	15	7	2	13	5	3	7	0	42	3	2	2	1	12	4	3	4	0	14	7	2	18	2	4	4	2	17	2	3	1	1	4	7	5	2	3	77	5	1	4	32	23	5	9	2	2	2	5	2	6	9	9	2	8	2	3	2	4	2	1	2	0	13	11	0	1	0	6	6	5	2	8	3	2	3	0	1	9	3	1	6	7	3	21	2	0	4	0	5	7	4	8	6	3	32	4	8	0	2	4	6	2	8	3	7	1	3	3	2	3	5	7	0	10	4	8	1	3	4	2	3	2	1	7	1	2	6	1	2	1	1	4	2	1	3	0	1	1	2	3	2	2	2	0	5	0	7	2	1	4	4	7	5	6	5	25	1	0	9	1	11	7	1	19	0	3	1	2	1	0	2	5	1	6	4	1	0	4	4	4	4	1	2	2	4	0	4	1	0	8	1	1	2	4	4	7	0	3	8	9	0	3	5	5	23	0	1	0	1	5	1	1	4	2	5	2	5	8	1	0	6	2	2	8	3	5	6	6	2	2	2	5	2	3	5	3	10	3	1	0	6	3	5	7	3	1	3	3	1	8	1	1	6	2	3	2	0	2	3	2	3	1	20	1	0	31	10	3	3	1	1	3	5	5	5	1	3	0	5	1	1	2	2	1	5	1	3	0	2	3	3	2	4	1	1	6	2	0	2	3	2	3	3	2	11	1	1	4	5	1	1	5	6	1	2	13	1	6	6	0	5	1	5	3	1	5	4	4	4	6	8	26	1	0	2	5	3	0	8	13	0	1	7	34	2	4	1	3	2	3	3	1	4	0	0	9	1	0	0	2	2	3	7	9	4	1	17	18	9	4	3	4	2	0	12	9	0	5	4	5	3	6	2	0	3	4	8
...and a bag of chips	4	1	3	0	1	12	4	0	2	0	2	1	3	1	1	1	0	1	1	0	2	5	1	1	0	1	3	0	3	0	5	4	2	6	1	1	1	0	0	2	1	0	5	2	1	2	1	1	3	1	2	0	1	0	0	1	3	0	1	0	1	9	1	0	2	3	0	1	1	2	7	1	1	0	0	1	3	0	1	1	5	0	2	1	3	5	5	0	2	0	9	10	0	3	0	9	0	2	1	0	1	0	7	0	0	1	4	0	0	4	1	2	1	4	2	1	1	0	2	3	0	2	4	0	1	1	0	1	2	0	2	3	0	8	1	0	7	2	3	3	5	3	3	0	2	3	1	2	0	5	3	2	4	6	3	1	7	4	3	1	8	9	3	0	3	0	2	3	1	0	3	0	1	0	4	2	3	0	4	2	0	0	2	1	2	13	0	5	5	1	0	1	3	4	1	1	0	1	1	0	1	0	0	4	4	0	2	2	8	4	1	2	0	2	5	1	2	1	1	0	3	1	3	0	0	0	3	0	8	3	5	7	1	3	2	2	0	1	1	0	0	9	0	44	5	1	0	0	4	3	0	0	4	0	2	2	6	3	1	4	1	0	0	0	0	0	3	1	1	0	23	0	1	2	2	1	0	2	2	1	3	0	1	2	3	3	3	6	1	0	0	2	0	0	0	1	2	0	20	1	2	4	0	3	12	6	1	0	2	0	0	1	0	12	1	7	0	2	0	0	3	9	1	0	2	0	0	1	1	3	0	0	2	0	0	1	0	2	1	0	1	2	0	0	2	2	1	0	1	2	4	0	1	0	0	1	2	0	0	1	0	1	12	1	0	0	0	2	1	0	0	5	1	0	2	3	3	3	7	0	1	3	3	0	4	4	4	0	1	0	2	1	3	1	0	0	1	0	0	0	2	0	0	0	2	3	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	2	0	2	2	0	0	0	2	6	6	5	0	1	0	0	2	5	1	1	8	0	1	0	2	0	3	0	0	1	1	4	0	0	0	1	3	0	7	3	3	4	8	2	2	8	0	2	7	1	4	0	7	1	0	0	1	0	4	1	1	1	1	0	3	2	0	2	3	1	2	2	4	1	0	0	3	0	2	3	2
Blogus Ignoramus	1	4	0	9	0	6	3	1	1	6	6	9	3	4	24	3	1	2	9	1	26	5	1	1	1	9	0	21	12	17	3	1	4	0	4	6	18	8	0	5	11	2	12	1	5	0	4	2	6	4	14	12	10	3	1	6	6	8	4	4	9	11	2	2	3	6	2	5	7	6	2	10	10	3	6	6	14	4	3	0	1	2	23	23	1	4	5	1	15	2	4	3	0	10	1	6	5	3	2	140	5	2	5	1	1	2	6	2	3	3	10	10	4	9	12	1	4	0	12	2	0	4	0	2	6	11	4	5	3	4	4	2	7	0	0	0	0	2	1	5	4	3	2	5	24	3	3	2	7	3	0	8	4	2	2	0	12	0	3	9	15	21	4	5	5	11	2	13	2	4	4	22	2	11	7	1	1	2	3	3	14	2	6	19	3	0	3	6	7	1	2	9	9	35	4	5	21	13	0	17	1	6	4	2	5	17	4	29	0	2	7	0	14	4	3	4	1	9	3	5	1	0	3	1	0	1	2	1	7	5	2	3	9	1	0	11	0	37	1	4	7	6	1	1	4	2	1	4	10	6	7	5	17	2	0	4	1	3	5	5	3	1	2	7	5	8	1	4	6	6	1	14	3	5	5	4	2	1	1	1	6	7	16	5	2	16	1	6	8	10	6	1	4	0	2	1	0	11	2	8	1	9	4	1	6	5	2	0	41	0	2	4	8	8	2	1	9	2	2	1	16	2	14	4	6	4	4	5	13	1	6	6	0	1	7	6	5	3	18	1	5	5	3	9	7	1	0	7	6	3	4	15	1	3	6	4	2	14	6	1	8	10	0	0	11	2	0	2	1	0	7	0	0	1	1	2	1	4	0	2	7	2	6	9	0	2	13	0	3	0	7	0	2	2	6	19	8	3	12	8	3	5	1	2	7	4	4	1	16	9	12	4	3	6	7	4	3	10	0	4	1	1	5	1	0	4	6	5	0	6	0	3	10	15	7	2	0	0	1	5	8	11	8	1	1	0	2	4	9	1	0	3	6	0	1	6	0	4	1	0	5	3	0	10	4	6	5	17	0	0	0	3	11	6	3	8	5	0	12	4	2	6	11	6	0	1	0	4	23	2	2	2	8	9	3	5	14	1	7	23	8
Redneck Fistula	0	1	6	0	3	0	0	0	9	0	2	0	1	0	2	0	1	0	2	0	2	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0	3	1	3	0	0	2	0	2	3	4	1	0	0	3	2	0	1	0	0	0	0	2	0	3	0	1	6	0	2	0	0	1	3	0	0	0	1	0	0	4	1	12	5	1	5	3	16	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	2	2	1	8	0	1	0	0	1	2	4	0	1	0	0	1	0	3	3	0	3	0	2	0	0	0	1	1	1	0	1	0	1	1	0	0	7	0	0	1	0	2	2	8	1	1	0	1	0	0	1	8	2	0	11	0	0	0	1	0	0	0	6	5	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	1	1	0	2	0	0	3	0	1	2	1	0	0	1	0	1	4	1	1	1	2	2	0	0	1	2	1	1	0	1	0	0	0	0	0	0	2	1	9	2	0	0	1	1	1	1	0	0	0	4	0	0	1	0	4	1	0	0	0	0	2	1	1	0	0	1	2	2	0	0	0	0	9	1	2	1	4	2	0	2	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	4	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	1	1	2	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	1	0	1	0	1	0	3	1	12	1	0	1	1	0	0	2	5	0	0	0	0	6	1	1	0	2	2	0	0	1	2	0	1	0	0	1	1	0	1	9	0	0	1	0	1	3	0	0	0	0	0	2	0	1	1	1	2	0	11	0	0	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	9	0	1	0	1	1	0	1	0	0	0	1	2	0	4	0	1	0	0	0	0	0	0	0	1	0	35	2	6	1	1	1	3	0	0	0	1	0	3
This is a story...	1	3	1	3	2	0	1	0	0	1	5	0	0	1	4	9	1	8	2	3	0	22	1	3	2	5	5	4	2	1	0	2	4	0	1	5	2	15	2	1	2	4	1	6	3	1	2	0	3	0	2	3	5	7	7	0	0	2	7	12	2	1	2	3	0	3	0	1	1	3	4	1	1	0	0	1	2	1	5	6	1	0	4	1	2	2	0	1	20	4	2	2	3	0	0	0	0	1	1	1	1	4	1	0	1	1	3	3	1	1	1	2	1	2	0	16	2	0	7	0	0	0	3	0	1	2	3	1	2	4	2	2	2	4	1	1	2	0	1	2	0	0	0	2	4	3	1	1	6	6	3	7	0	0	1	3	8	1	4	4	2	0	3	0	2	7	2	1	1	2	4	4	3	3	6	0	0	1	5	10	14	2	1	2	0	4	0	2	1	0	3	3	1	0	1	2	4	2	4	3	5	4	0	0	2	1	1	0	2	1	3	11	1	2	2	7	4	2	8	0	1	2	7	2	1	2	3	1	1	1	1	1	1	2	0	0	0	2	1	1	1	4	1	2	1	7	2	0	0	3	1	0	7	1	4	2	2	4	1	1	1	0	5	1	9	1	2	0	2	2	2	2	26	1	2	1	5	1	1	1	0	0	1	0	4	1	3	0	1	2	1	0	2	3	0	3	0	0	0	3	0	2	0	2	3	1	0	3	5	2	2	0	2	1	2	1	3	0	6	0	11	6	0	11	1	1	3	2	3	3	0	2	3	3	2	0	24	2	2	0	5	0	5	1	0	3	3	0	4	0	0	5	0	0	2	2	5	2	2	1	0	3	2	0	4	0	1	1	2	1	2	0	4	2	2	1	3	0	5	1	1	0	2	1	5	1	2	2	0	3	2	1	1	3	17	3	7	3	5	1	0	1	1	3	4	3	1	0	1	0	0	4	1	9	0	2	18	0	1	6	4	3	9	1	7	1	4	5	2	1	3	1	0	5	10	11	1	1	0	1	6	1	0	0	0	4	0	0	6	3	1	1	1	1	2	6	0	0	1	2	1	1	0	14	1	2	4	3	4	0	0	2	5	0	0	12	3	2	2	0	3	2	1	3	2	0	2	0	0	3	1	2	4	2	0	1	0	0	1	9	1
And So It Goes...	0	0	2	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	1	2	0	1	2	0	1	3	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	1	4	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	1	0	0	1	3	0	0	0	0	1	0	0	0	2	0	0	0	0	1	2	1	0	0	0	1	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	2	0	0	1	1	0	1	0	1	0	2	0	1	2	0	0	0	1	1	0	1	0	0	0	2	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	3	1	1	0	1	2	0	4	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	2	0	1	0	2	0	0	0	1	1	2	1	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	1	0	3	0	2	0	2	0	1	0	0	1	0	0	0	1	1	3	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	4	1	0	0
As canes dos meus dias	12	7	7	50	2	0	5	3	3	16	0	3	3	5	2	1	2	3	2	6	1	5	4	7	14	12	12	1	1	1	42	5	12	2	0	0	3	2	4	7	4	8	2	2	0	18	9	14	0	5	0	15	5	0	17	7	8	4	14	6	4	0	5	8	3	10	0	0	3	0	14	0	13	1	11	10	0	0	0	0	2	20	3	1	20	1	8	5	5	6	0	3	4	10	10	15	6	4	10	15	7	0	0	1	0	10	0	0	2	19	16	7	0	1	2	33	4	18	6	1	12	0	1	3	11	0	7	12	2	20	7	10	0	0	8	5	9	7	0	4	0	1	0	15	1	8	12	4	8	5	1	8	0	14	12	2	3	24	9	2	1	17	2	8	0	3	2	0	0	2	3	13	12	0	3	2	0	0	9	20	0	4	0	4	3	0	10	45	1	0	6	9	3	0	3	0	0	21	1	2	9	0	1	1	2	54	8	0	18	4	3	1	0	2	1	11	1	6	2	1	3	3	4	0	8	52	0	2	1	21	7	3	0	3	39	11	4	9	2	13	7	1	3	3	17	8	21	7	0	3	2	0	4	24	1	0	27	10	1	16	4	0	6	2	16	0	5	1	0	3	0	0	2	0	0	4	3	21	4	1	0	1	1	2	5	9	25	0	1	2	29	17	12	2	0	7	5	1	3	4	38	0	24	9	4	1	0	0	4	16	2	2	0	1	9	7	2	3	0	3	3	0	7	0	0	4	10	4	13	7	3	3	2	7	9	10	13	4	0	10	7	0	7	0	11	11	6	7	2	1	2	3	0	1	2	2	6	4	1	64	0	1	2	1	2	12	0	34	7	45	2	0	0	2	2	6	21	1	23	5	3	0	2	32	0	7	1	4	0	1	16	20	7	27	7	13	12	2	2	2	6	2	2	3	0	48	0	19	3	2	1	4	7	2	2	4	0	2	2	8	4	1	0	4	3	3	2	1	18	2	25	0	2	1	0	1	8	2	4	1	0	0	2	24	6	9	1	0	0	42	1	2	5	3	3	3	5	1	23	29	1	0	0	1	0	6	0	3	2	0	7	12	0	2	1	7	8	9	0	9	5	11	0	2	9	2	0	0	4	0	0	0	0	2	4	1	3	0	2	3	1
levenshulme daily photo	2	3	2	1	0	1	4	0	0	0	0	0	1	0	0	1	0	0	3	1	4	0	0	0	0	2	0	0	3	0	10	18	0	1	1	1	1	1	1	2	1	1	2	1	0	1	2	27	1	1	3	3	0	0	0	1	0	0	0	0	3	0	0	3	0	7	0	0	2	0	0	0	5	0	0	1	1	0	2	0	1	0	0	2	0	1	0	6	0	2	0	9	2	5	1	1	1	0	0	0	0	0	0	1	1	2	0	2	2	2	1	5	0	1	0	0	2	4	1	1	1	1	3	0	0	4	0	2	1	0	1	0	0	0	8	1	11	0	1	0	0	0	2	8	0	2	4	4	2	1	0	2	0	3	0	8	3	2	1	0	6	12	0	3	3	0	0	0	2	0	4	0	1	0	0	2	0	0	3	1	0	2	10	2	1	1	3	0	0	2	2	0	14	0	1	0	1	2	1	0	0	1	1	2	0	1	2	1	3	0	0	0	1	1	1	2	1	4	1	3	1	0	1	1	3	5	3	3	2	0	0	2	2	0	6	2	0	0	0	3	3	0	0	2	2	0	1	5	1	0	0	1	0	2	0	1	2	0	1	3	3	1	0	0	0	1	3	1	0	3	1	0	0	0	0	2	5	8	0	2	0	1	1	2	0	0	4	4	2	0	2	1	1	0	0	2	0	1	1	0	1	3	0	1	2	0	0	5	1	0	0	1	0	0	1	10	0	2	0	3	2	22	0	0	1	2	0	0	1	0	0	2	0	0	0	1	0	0	3	0	0	3	0	2	1	0	0	2	0	0	0	0	5	1	0	0	2	1	5	1	4	0	0	8	1	0	0	1	0	3	0	3	0	0	0	2	3	2	3	3	1	3	1	2	2	0	5	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	0	0	6	1	3	0	0	2	1	0	0	2	3	2	3	0	4	0	0	2	0	0	1	6	0	1	1	1	2	2	1	2	0	0	1	0	0	1	0	1	0	2	0	2	5	10	1	1	3	0	2	1	0	0	4	2	1	0	0	0	3	1	0	1	1	9	3	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0
Just as the caterpillar thought the world was over, it became a butterfly	5	0	0	1	8	0	0	4	3	2	0	2	3	3	3	7	2	3	0	4	0	2	3	1	4	0	7	4	0	1	3	0	3	1	5	0	0	0	2	1	2	1	0	2	0	1	1	0	0	1	2	0	0	5	0	4	3	0	1	0	2	2	1	0	1	3	3	1	0	4	0	0	0	5	1	6	0	2	5	5	0	2	0	0	1	3	2	7	3	6	0	3	1	1	0	7	2	2	9	0	0	2	3	1	0	0	12	5	1	0	0	0	0	1	1	1	6	0	0	1	7	0	1	1	6	0	1	1	1	0	4	0	4	1	0	1	15	0	0	3	7	0	1	1	0	0	0	0	1	16	1	0	0	1	4	3	0	3	1	0	0	0	0	1	0	0	0	0	4	0	2	1	4	2	3	1	1	3	0	0	0	0	0	2	1	1	1	1	1	2	0	0	5	0	3	5	1	0	5	2	0	0	6	1	1	3	2	0	2	0	3	3	0	2	0	0	0	0	1	1	0	0	1	4	7	0	5	3	0	1	1	0	0	2	1	1	0	0	0	2	0	4	3	0	0	22	2	2	1	0	0	2	0	1	3	1	1	1	0	1	2	3	0	1	1	1	1	10	5	0	1	0	3	1	1	2	0	0	0	2	0	1	2	2	0	6	3	1	2	0	0	3	1	0	1	2	3	3	1	0	1	0	0	0	0	7	2	1	0	6	2	1	2	0	5	0	6	5	3	0	0	2	8	0	0	0	0	0	0	0	2	1	0	0	0	0	1	8	2	3	0	0	2	1	0	0	9	3	0	0	1	1	3	1	5	1	2	0	0	0	2	0	3	0	0	1	3	0	2	2	1	2	3	1	1	1	1	0	6	1	2	0	0	2	3	0	1	0	6	4	1	1	3	1	1	0	0	0	0	0	0	4	0	2	0	0	0	2	1	2	0	0	0	0	2	0	1	1	1	0	1	1	0	2	0	2	2	0	0	0	1	1	1	0	0	2	0	1	1	1	4	1	0	1	1	1	0	0	0	1	0	3	0	7	3	1	0	0	1	2	22	0	0	2	0	2	0	0	1	0	4	2	5	3	0	0	0	1	1	0	0	4	0	1	1	0	2	0	0	0	6	0	0	0	4	0	0	0	0	10	0
Albums That I Own	8	2	13	1	9	4	1	1	5	1	8	2	0	1	0	3	11	2	2	5	18	0	2	6	1	6	4	17	9	1	8	0	7	0	1	0	7	7	12	2	2	4	13	1	0	8	1	3	11	7	9	4	0	30	6	15	20	2	4	8	0	6	1	5	1	3	7	1	3	0	1	3	38	14	1	4	5	2	3	2	2	7	0	2	9	11	6	3	4	1	4	2	1	22	2	1	0	0	0	14	2	1	1	25	0	6	3	3	0	4	2	10	20	4	4	2	1	17	0	0	2	0	3	1	5	2	2	14	3	2	1	3	0	4	1	0	3	6	5	0	7	2	5	0	3	1	5	0	6	1	6	10	29	1	5	3	6	10	2	4	32	2	0	15	2	11	1	1	2	3	17	7	1	11	1	2	1	2	7	0	0	1	1	4	1	0	0	2	0	1	2	3	2	3	13	3	7	0	1	3	2	7	1	4	1	0	0	6	8	6	0	0	1	1	4	3	4	5	9	2	0	10	1	2	26	0	2	1	14	4	4	5	4	3	3	1	1	11	1	3	2	5	19	3	0	0	6	1	0	4	1	2	0	15	0	7	1	0	1	7	3	41	6	6	20	11	5	0	0	4	0	1	3	8	3	6	6	12	3	0	0	2	0	0	2	1	1	1	3	1	1	2	4	0	2	2	5	5	0	5	0	1	10	0	4	6	0	3	0	4	0	4	2	2	0	10	5	1	0	26	11	3	3	2	2	99	1	6	0	2	11	0	2	1	9	1	0	2	3	0	12	3	12	21	4	6	0	6	17	6	4	3	1	0	1	5	4	4	0	13	2	1	4	1	15	3	3	2	1	3	8	0	8	97	8	1	7	14	2	21	1	1	6	3	1	0	3	70	1	1	0	1	4	6	3	1	2	0	1	0	7	5	0	1	1	10	1	3	6	1	4	0	10	5	3	0	16	1	8	2	6	1	6	4	3	7	31	1	1	1	2	1	2	17	0	4	1	0	0	1	2	4	4	8	2	5	0	0	11	4	11	1	13	0	0	3	0	2	1	3	1	5	0	0	4	2	5	13	1	0	1	3	1	2	8	5	4	1	12	3	17	3	0	1	4	14	6	0	2	4	11	6	12	6	43	5	6	0	11	4	2
JasonTankerley.com	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
